Sentence,Emotion
Het is natuurlijk voor ieder hier hartstikke spannend.,happiness
"Ik bedoel, je gaat een avontuur aan.",happiness
"Maar voor mij is het misschien iets spannender, omdat ik namelijk stotter.",fear
Dus vandaar heb ik het ook spannend zien.,happiness
"Hé, Max. Ik help je erdoorheen.",happiness
"O, god. Sorry, hoor. O, echt? Dat heb je gewoon van jezelf?",surprise
"Ja, klopt. Dat is ook de reden dat ik meedoe.",happiness
Ik wil gewoon echt een statement maken.,happiness
Dat ook met een stotter kan je gewoon meedoen.,happiness
Maar dan ga ik je meteen een vraag stellen.,neutral
Want allereerst adem.,happiness
Bij mij kan je helemaal jezelf zijn.,happiness
"Nee, dat is superlief. Jullie zijn ook superlief.",happiness
En ik voel me ook echt wel... Ik ben zo dankbaar dat ik hier mag zijn.,happiness
"Nou, ik wil het even voorop stellen.",neutral
"Maar ik dacht, ik ga het wel straks...",neutral
"Als iedereen er is, ga ik het wel even zeggen.",happiness
Dan is voor mij de spanning ervan af.,happiness
"Ik... O, fucking spannend.",happiness
"Ik vind het ook echt raar, dit.",sadness
"Wat ziek, jongen.",surprise
Maar het wordt dan echt druk als je hier straks met z'n allen zit.,happiness
"Dat is gewoon, denk ik, tien man of meer.",neutral
"Nee, twaalf. We waren met zes.",surprise
"Hé, Mara, vertel eens.",neutral
"Single, geen kids.",neutral
"Ik ben PA, personal assistant.",neutral
"O, wat leuk. En jij?",neutral
Ik ben start-up-payer in de telemarketing.,neutral
Lekker!,happiness
GELUID VAN WATER,neutral
"Niels ook, over fanatiekelingen gesproken.",happiness
"Op het moment dat Thomas probeert op die ton te komen,",happiness
dan staat aan de andere kant Niels en die Moonwalk letterlijk achteruit.,happiness
"Kom op, de kant nooit!",fear
"En ik denk, was ik nou zo langzaam of is hij nou zo snel?",sadness
"Als het niet meer gaat, zit, he!",sadness
"Als het niet gaat, stop, stop, stop!",sadness
"Bizar! Ik denk, hoe doet die gast dat?",surprise
Het is gewoon een aapje als je hem ziet.,happiness
"We zijn er bijna, we zijn er bijna.",happiness
"Kom op, kom op!",happiness
"Maar toen dacht ik, don't do shit, don't fucking help.",anger
"Ik ben gewoon alleen oprecht bang dat door zijn fanatisme,",fear
dat hij misschien te vroeg gaat springen.,fear
"Kijk uit, jongens!",fear
GELUID VAN GELUID VAN FANATISME,neutral
GELUID VAN GELUID VAN GELUID VAN FANATISME,neutral
GELUID VAN GELUID VAN GELUID VAN GELUID VAN FANATISME,neutral
"Kamp Zuid, knap gespeeld!",happiness
"Niels, een prachtig slot van jou.",happiness
Dat betekent dat jullie deze immuniteits-trofee krijgen.,happiness
Hoppa!,happiness
"Kamp Noord, ik zie jullie vanavond op de eilandraad.",neutral
"Gewonnen, superblij, maar wel Tante Frida kwijt.",neutral
En ik wist al eigenlijk dat we het niet hadden moeten doen.,sadness
Het gevoel is gewoon heel moeilijk uit te leggen.,sadness
"Als je de tweede keer meedoet aan Expeditie Robbenzon,",neutral
"dat zo'n proef vindt, dat geeft gewoon een heel fijn gevoel.",happiness
En dan ook nog met zo'n immuniteits-totem.,happiness
In ieder geval heel veel wat we kunnen verifiëren.,happiness
Ga ervoor.,happiness
"Oké, volgende!",happiness
Let's go!,happiness
"Concentreren, blijf erbij.",happiness
"Ik loop naar links, want daar hangt een stokje dat het meest laag hangt.",neutral
"Kom op nou, nu moet ik het echt niet verknallen.",fear
Dat zou helemaal lullig zijn.,sadness
Ja! Goed zo!,happiness
"Aantrekken, aantrekken!",happiness
"Zeker, kom op!",happiness
De stand is nu 3-2.,neutral
Dus we gaan nu gewoon tempo maken.,neutral
"Eén, twee, één, twee, één, rustig, twee.",neutral
Zij zijn alweer bezig om naar het vierde staafje te gaan.,neutral
"Ja, dan weet je gewoon dat Thomas nu iets moet forceren.",surprise
"Rustig, rustig!",happiness
"Ik heb mijn positie al heel gauw, heel stevig en stabiel erop staan.",happiness
"Ik denk, jongens, trek maar.",happiness
Laten we gewoon zo snel mogelijk onze voorsprong vergroten.,neutral
Dit is mijn moment.,happiness
"Ik had wel het gevoel, ja, ik moet iets proberen, ik moet sneller.",neutral
"Nog een keer, nog een keer!",neutral
"Uiteindelijk val ik eraf, maar dan ga ik er de tweede keer op.",happiness
Zullen we het zo doen? Zo!,neutral
"Snel, snel, snel!",happiness
Ik heb al een paar keer aan de andere kant geplonst in het water gehoord.,neutral
"En ik denk, gaan we dat flikken?",fear
"Hier, hier!",happiness
We hebben natuurlijk diep stokjes achter elkaar gepakt.,neutral
Maar dat wil nog niks zeggen over het vijfde stokje.,neutral
"Als het daar weer fout gaat, als die persoon elke keer blijft vallen,",fear
"Eén, twee, één, twee, één, twee.",neutral
"Tatjana, jij weet het antwoord?",neutral
"Je voelt hem al aankomen, hè?",happiness
"Ja, maar ik ben al voorbereid dat ik die niet mag meenemen.",sadness
Dus...,neutral
"Good girl, je koffer blijft hier.",sadness
"Ja, is oké.",neutral
"Maar wat je wel meekrijgt, zijn vijf big brother coins.",surprise
Kijk eens aan.,surprise
Je mag ze pakken.,neutral
Misschien kun je er dingen mee kopen.,neutral
Iets lekkers te eten.,happiness
Maar ik heb ook een hint voor je.,neutral
Die kost twee coins.,neutral
Of neem je alle vijf coins mee het big brotherhuis in.,neutral
Ik ga voor een hint.,neutral
Een hint?,surprise
Goeie beslissing.,happiness
"Kijk, zie je?",neutral
Mama vindt het goed.,happiness
Heb je hem?,neutral
Wij willen jou ontzettend veel succes wensen.,happiness
Geef haar nog een heel luid applaus.,happiness
Sonja!,happiness
Hey!,happiness
Aangenaam.,happiness
"Hé, welkom bij Succesful Gamers.",happiness
Wat zie ik er leuk uit.,happiness
"Hey, vroei.",happiness
en hebben een andere taak van Big Brother gekregen.,neutral
"Ze hebben dus een totaal andere rol, maar wat dat nou precies inhoudt, dat gaan we zien.",neutral
"Ja, er moet weer gestreden worden voor 100.000 euro.",neutral
Want dat kan het bedrag zijn dat de winnaar van dit seizoen...,happiness
uiteindelijk mee naar huis kan nemen.,happiness
"En ze zijn nu met z'n achten, maar er zijn nog vijf kandidaten...",happiness
die staan te trappelen om in het huis te komen.,happiness
"Randy, Ariana, Danny, Karen en Tom.",neutral
Voor je staan twee koffers.,neutral
Ik kies voor de mijne.,neutral
"Als ik aan mezelf denk en hoe ik ben, dan zou ik voor mijn eigen koffer pakken.",happiness
Ik zal het spannend houden en de andere koffer nemen.,happiness
"Maar ja, ik wil toch het liefst mijn eigen koffer.",happiness
Het is zover. Tijd om ook deze vijf het huis in te sturen.,happiness
"En dan is het huis compleet. Althans, voor nu.",happiness
En dus kan Big Brother direct beginnen aan zijn nieuwste experiment.,neutral
Wat is Big Brother allemaal van plan? Welke geheimen gaat hij onthullen?,neutral
"En vooral ook, welke niet? Dat gaat nu duidelijk worden.",neutral
"Bewoners, dit jaar spelen jullie in duo.",surprise
"En met wie je een duo vormt, dat heb ik bepaald.",surprise
Zometeen komt er een bewoner door de draaideur.,happiness
Als deze een pin draagt met dezelfde kleur als die van jou...,neutral
Een roze-cinelet.,neutral
...dan is dat je duo-lid.,surprise
"Waar komt er nu iemand? Nee, toch?",fear
Ik denk... Wie wordt het? Zeg het. Ik denk...,happiness
Ik denk oranje. Ik denk blauw.,happiness
"Ik denk een man, ja.",happiness
"Hi, Lainie. Toffer.",happiness
Top. Mooi.,happiness
Jullie gaan naar de cocoonruimte. Dat is de groene ruimte.,neutral
En jullie leren elkaar daar beter kennen.,happiness
De barbie room. Hij heeft wel koffer.,surprise
Ja. Hebben jullie geen koffer?,sadness
Edith?,neutral
Carlos?,neutral
"Thomas, jij mag gaan stemmen.",neutral
Jullie hebben allemaal gestemd. We gaan kijken op wie.,neutral
"En wat ik wil doen, Bertie, je hebt een immuniteitsmunt.",neutral
Ga je die inzetten?,neutral
We gaan beginnen.,happiness
De eerste stem.,happiness
De tweede stem.,happiness
De derde stem.,happiness
Dan gaan we naar de vierde stem.,happiness
"En die is ook voor jou, Christel.",surprise
De vijfde stem.,happiness
Het zijn drie stemmen voor Christel en twee voor Rita.,surprise
En ik heb nog twee stemmen in de pot.,happiness
De zesde stem.,happiness
Ik kijk nog even naar de laatste stem.,happiness
En dat betekent dat jij naar huis moet.,sadness
"Ja, er moet iemand van dit team naar huis.",sadness
"En ik ben niet de sterkste, dus ja.",sadness
"Ik vind het gewoon super jammer, want ik had het heel graag willen meemaken.",sadness
Net zoals mijn eerste expeditie natuurlijk ook gewoon alles meemogen maken.,sadness
We gaan schijt nemen.,neutral
Rustig beginnen.,neutral
"Hé, Jan.",neutral
No worries.,neutral
"Als wij nu daar gaan staan, vragen we iemand om te pinnen voor ons.",neutral
Niemand helpt hier. Jawel.,sadness
Moet je eens. Dan weten ze toch dat wij het zijn.,fear
"Ja, kom, dan gaan we pinnen.",neutral
Heel rustig pinnen. Doen als we genoeg gestresst zijn.,fear
"Kan jij pinnen, wacht ik hier.",neutral
Probeer zoveel mogelijk. Probeer maar eerst 200 of zo.,neutral
SPANNENDE MUZIEK,happiness
TELEFOON GAAT OVER,surprise
"Met Lucie, ja.",neutral
Kom maar 40 pinnen. Stond maar 50 euro op en ik kon geen ander bedrag doen.,sadness
"Spoed, pin hit, bijzonder, Shiva. Ja, waar?",neutral
"Zet je bril af, pet af.",neutral
En je jas aan. Andere kleren.,neutral
"Kijk. Ik stuur team 1 er direct heen, hoor.",neutral
"ASAP die kant op over, exacte locatie volgen.",neutral
Omdat Bijan en Shiva weten dat ze met hun pinactie een signaal hebben gegeven...,surprise
In de hoop dat de hunters niet hun precieze bestemming kunnen achterhalen...,happiness
Waar ga je kaartjes kopen dan? Kaartjes kopen?,sadness
Waar ga je kaartjes kopen?,sadness
"We kunnen ook in het wasbouw zitten. Ja, en dan?",sadness
Gewoon nu weg hier. Waar gaan we nou naartoe dan?,fear
Weg dan. We hebben sowieso camera's.,fear
"Ja, daarom. Doe je tas naast je.",neutral
"Echt de lul, man.",fear
Zullen we deze mensen vragen?,neutral
Of we hier even binnen mogen zitten?,happiness
Goedemiddag.,neutral
We hebben een vraag.,neutral
Zouden wij even binnen mogen?,happiness
We zijn te vrucht.,neutral
We moeten heel even een plan bedenken wat we nu gaan doen.,neutral
denken ze dat ze ongezien Rotterdam uitgekomen zijn.,happiness
Het nieuwste doel is Breda. Verder gaat hun plan niet.,neutral
Naast het centrum heb je een rivierachtig...,neutral
en daar zitten allemaal studentenwoningen.,neutral
Kunnen ze dat proberen?,neutral
Op het hoofdkwartier worden in deze zaak...,neutral
de zojuist binnengekomen beveiligingsbeelden...,neutral
van Rotterdams centraal station geanalyseerd.,neutral
"Ja, dit zijn ze.",surprise
"Oké, waar gaan ze dan heen? Even kijken, hoor.",neutral
Check-in.,neutral
Welk spoor is dit? Spoor 4.,neutral
Kijken. Meteen zoeken we welke trein er dan vertrekt.,neutral
Richting Breda. Dus zij zijn nu naar Breda toe.,surprise
"Zoals we in Limburg zeggen, blot uit je pek vliegen.",happiness
"Hoeveel stations zitten er tussen, van Rotterdam naar Breda?",neutral
"Eén, want dit is de intercity direct.",neutral
Die gaat regelrecht van Rotterdam naar Breda. Dat is een kwartiertje.,neutral
"Wie hebben we nu in Rotterdam, jongens?",neutral
Twee teams in Rotterdam. Ik denk één en twee.,neutral
"Naar rechts? Ja, rechts. Even goedkijken.",neutral
"Team 1, spoed.",fear
"Team 1, richting Breda, centraal station.",neutral
"De trein komt om kwart voor zes aan in Breda, spoor 4.",neutral
Daar hebben we wel genoeg mensen ons gezien.,neutral
"Er is om 17.45 de trein aangekomen op spoor 4, station Breda.",neutral
"Gaan we die boter toe of niet? Kan, wat jij wilt.",neutral
"Wij gaan beelden aanvragen, maar hoogstwaarschijnlijk Breda uitgestapt.",happiness
Dus zullen zij zich daar ergens in de omgeving bevinden?,neutral
"Dat is genomen, Marcel. Wij zijn onderweg naar Breda.",neutral
We hebben een ITE van 45 minuten op Breda.,neutral
Goedemiddag. Goedemiddag.,neutral
We hebben een vraagje.,neutral
Weeten jullie iemand? Of iemand die jullie kennen?,neutral
Maakt niet uit waar. Ik wil wel even voor je bellen.,happiness
"We hebben zelf matrassen mee, dus we kunnen op de grond liggen.",neutral
Ook studentenhuizen. We gaan tussen de blikken bier liggen.,happiness
Gaan we regelen? Vinden we leuk.,happiness
Jullie zijn echt tof. Je naam is?,happiness
"We spreken hier even af, bij die bomen.",neutral
Kunnen we die boom met die V en daar aan de onderkant doen?,neutral
Jullie weten dat niets zeker is in dit spel.,surprise
Zo kun je je afvragen waarom Bas-Ieri wel een koffer heeft.,neutral
En de rest van jullie niet.,surprise
Een terechte vraag.,happiness
"Ik ken het antwoord, maar dat vertel ik niet.",happiness
GELACH,happiness
Verrast het.,surprise
Ook deze keer is mijn experiment één grote mindfuck.,surprise
Ik heb onmiddellijk een belangrijke mededeling voor jullie.,neutral
Dit jaar spelen jullie in duo.,surprise
Kapotgraag.,happiness
Duo.,neutral
Komen er nog meer mensen?,neutral
"Nee, het is nu zes, toch? Dus twee, twee, twee.",surprise
En daarna weer twee nieuwe.,happiness
"Maar dat blijft niet, want je moet elkaar toch...",surprise
Op het laatst moet je toch nomineren.,surprise
"Met Games moet je waarschijnlijk... Denk ik, hoor.",sadness
"Maar ja, Big Brother heeft altijd verrassingen.",happiness
Dus ik denk dat het met de koffer te maken heeft.,neutral
"Ja, 100 procent.",neutral
"Ah, je hebt er geen. Ik heb er geen.",sadness
"Zou het? Ja, ik denk het.",neutral
GEJUICH EN APPLAUS,happiness
"Ja, het is tijd voor nog een bewoner.",happiness
"Alleen, Big Brother heeft voor hem iets anders in gedachten...",neutral
dan de mensen die je zojuist naar binnen hebt zien gaan.,neutral
"Wat dat is, daar gaat hij straks achterkomen.",happiness
"Hij komt uit Eindhoven, Nederland.",neutral
"Hij is 25 jaar, werkt als model en accountmanager.",neutral
"Hij sport graag, sterker nog.",neutral
Zijn wekker gaat elke dag om vijf uur af om lekker te gaan trainen.,happiness
Zijn vrienden van de turngroep noemen hem ook de stripper.,happiness
Daar wilden wij alles over weten.,neutral
Hier is Dilano.,neutral
Zie je het? Hij mist wel eens.,sadness
Hij is groot.,neutral
"Ja, die zit hier.",neutral
Die zit hier als een tjeil.,happiness
Die krijgt elkaar precies aan de hand.,neutral
De sokken zijn zeker op z'n sok.,neutral
Ik ga mijn schoenen ook afdoen.,neutral
Luister. Die doen alsof ze elkaar al...,neutral
"We moeten wel oppassen, denk ik.",fear
Daar moeten we eigenlijk gewoon zwijgen.,fear
"Als we nu de volgende keer erin gaan, niks zeggen...",fear
Jij komt uit?,neutral
"Van Belgi?, h?. Van Vlaams-Brabant.",neutral
Sorry? Van Vlaams-Brabant.,sadness
En wat doe je? Wat plaats je thuis achter?,neutral
"Ik ben leerkracht. Nee, nee.",neutral
"Kapster. Ja, ja.",neutral
We hebben een kapster. Koolberoep is leerkracht.,neutral
Wat is kapster? Ik ben ook kapster.,surprise
"Bewoners, ook dit jaar gaan jullie weer spellen moeten spelen.",happiness
Games om jullie leven hier aangenamer te maken...,happiness
of om jullie verblijf hier te verzekeren.,neutral
"Het spel dat jullie zo dadelijk gaan spelen, is van de eerste soort.",neutral
Jullie leven hier aangenamer maken.,happiness
"Ah, peintje.",neutral
Jij blijft hier buiten of in het huis.,neutral
Alle anderen mogen nu naar de gameroom komen.,happiness
Zijn jullie niet benieuwd naar het spel?,neutral
We gaan roepen.,happiness
Hier.,neutral
"Toen ik binnenkwam en ik zag m'n koffer staan, werd ik gelijk blij.",happiness
"Ik dacht, yes, ik kan hem terugvinden.",happiness
Heb ik dit jaar echte winnaars...,neutral
die sterk genoeg zijn voor dit uitzonderlijke experiment?,neutral
Ik hou wel van winnen. Ik doe mee om te winnen.,happiness
Een beetje een mes in de rust.,sadness
Dat moet.,surprise
Een once-in-a-lifetime-ervaring die niet iedereen krijgt.,happiness
Ik wil die met beide handen pakken.,happiness
Ik wil heel graag weten hoe hard Big Brother mij kan breken.,neutral
Hoe goed ze zich ook hebben voorbereid...,neutral
"Met een nieuwe look, nieuwe uitdagingen...",happiness
en een geheim huis.,neutral
Bijna alles in onze wereld bestaat uit tegenstellingen.,surprise
"Goed, fout, links, rechts...",neutral
vreugde en verdriet.,neutral
En ik hoor zo vaak opposites attract en samen sta je sterk.,happiness
Daarom heb ik beslist om dit keer mijn bewoners...,neutral
te laten samenwerken in duo's.,happiness
"Hoe ze dit gaan aanpakken, dat zullen we zien.",neutral
Vrienden maken en strijden.,happiness
Vullen ze elkaar aan en overstijgen ze zichzelf?,neutral
